Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
NEDwoodFoldUp_woodenGarageDoor4x3Red,blocks,block,,,Red Wooden Garage Door 4x3,,Rotes Holzgaragentor 4x3,Puerta de garaje de madera roja 4x3,Porte de garage en bois rouge 4x3,Saracinesca di legno per garage rossa 4x3,木製ガレージドア 4x3（赤）,빨간색 목재 차고 문 4x3,Drewniana brama garażowa 4 x 3 – czerwona,Portão de garagem de madeira 4x3 vermelho,Красные деревянные ворота гаража 4x3,Kırmızı Tahta Garaj Kapısı 4x3,红色木制车库门 4x3,紅色木製車庫門 4x3
NEDwoodFoldUp_woodenGarageDoor4x3Orange,blocks,block,,,Orange Wooden Garage Door 4x3,,Orangefarbenes Holzgaragentor 4x3,Puerta de garaje de madera naranja 4x3,Porte de garage en bois orange 4x3,Saracinesca di legno per garage arancione 4x3,木製ガレージドア 4x3（橙）,주황색 목재 차고 문 4x3,Drewniana brama garażowa 4 x 3 – pomarańczowa,Portão de garagem de madeira 4x3 laranja,Оранжевые деревянные ворота гаража 4x3,Turuncu Tahta Garaj Kapısı 4x3,橙色木制车库门 4x3,橘色木製車庫門 4x3
NEDwoodFoldUp_woodenGarageDoor4x3Yellow,blocks,block,,,Yellow Wooden Garage Door 4x3,,Gelbes Holzgaragentor 4x3,Puerta de garaje de madera amarilla 4x3,Porte de garage en bois jaune 4x3,Saracinesca di legno per garage gialla 4x3,木製ガレージドア 4x3（黄色）,노란색 목재 차고 문 4x3,Drewniana brama garażowa 4 x 3 – żółta,Portão de garagem de madeira 4x3 amarelo,Желтые деревянные ворота гаража 4x3,Sarı Tahta Garaj Kapısı 4x3,黄色木制车库门 4x3,黃色木製車庫門 4x3
NEDwoodFoldUp_woodenGarageDoor4x3Green,blocks,block,,,Green Wooden Garage Door 4x3,,Grünes Holzgaragentor 4x3,Puerta de garaje de madera verde 4x3,Porte de garage en bois verte 4x3,Saracinesca di legno per garage verde 4x3,木製ガレージドア 4x3（緑）,초록색 목재 차고 문 4x3,Drewniana brama garażowa 4 x 3 – zielona,Portão de garagem de madeira 4x3 verde,Зеленые деревянные ворота гаража 4x3,Yeşil Tahta Garaj Kapısı 4x3,绿色木制车库门 4x3,綠色木製車庫門 4x3
NEDwoodFoldUp_woodenGarageDoor4x3Blue,blocks,block,,,Blue Wooden Garage Door 4x3,,Blaues Holzgaragentor 4x3,Puerta de garaje de madera azul 4x3,Porte de garage en bois bleue 4x3,Saracinesca di legno per garage blu 4x3,木製ガレージドア 4x3（青）,파란색 목재 차고 문 4x3,Drewniana brama garażowa 4 x 3 – niebieska,Portão de garagem de madeira 4x3 azul,Синие деревянные ворота гаража 4x3,Mavi Tahta Garaj Kapısı 4x3,蓝色木制车库门 4x3,藍色木製車庫門 4x3
NEDwoodFoldUp_woodenGarageDoor4x3Grey,blocks,block,,,Grey Wooden Garage Door 4x3,,Graues Holzgaragentor 4x3,Puerta de garaje de madera gris 4x3,Porte de garage en bois grise 4x3,Saracinesca di legno per garage grigia 4x3,木製ガレージドア 4x3（灰色）,회색 목재 차고 문 4x3,Drewniana brama garażowa 4 x 3 – szara,Portão de garagem de madeira 4x3 cinza,Серые деревянные ворота гаража 4x3,Gri Tahta Garaj Kapısı 4x3,灰色木制车库门 4x3,灰色木製車庫門 4x3
NEDwoodFoldUp_woodenGarageDoor4x3Oak,blocks,block,,,Oak Wooden Garage Door 4x3,,Eichen-Holzgaragentor 4x3,Puerta de garaje de madera de roble 4x3,Porte de garage en chêne 4x3,Saracinesca di legno per garage di rovere 4x3,木製ガレージドア 4x3（オーク）,떡갈나무 목재 차고 문 4x3,Drewniana brama garażowa 4 x 3 – dębowa,Portão de garagem de madeira 4x3 carvalho,Дубовые деревянные ворота гаража 4x3,Meşe Tahta Garaj Kapısı 4x3,橡木木制车库门 4x3,橡木製車庫門 4x3
NEDwoodFoldUp_woodenGarageDoor5x3White,blocks,block,,,White Wooden Garage Door 5x3,,Weißes Holzgaragentor 5x3,Puerta de garaje de madera blanca 5x3,Porte de garage en bois blanche 5x3,Saracinesca di legno per garage bianca 5x3,木製ガレージドア 5x3（白）,흰색 목재 차고 문 5x3,Drewniana brama garażowa 5 x 3 – biała,Portão de garagem de madeira 5x3 branco,Белые деревянные ворота гаража 5x3,Beyaz Tahta Garaj Kapısı 5x3,白色木制车库门 5x3,白色木製車庫門 5x3
NEDwoodFoldUp_woodenGarageDoor5x3Brown,blocks,block,,,Brown Wooden Garage Door 5x3,,Braunes Holzgaragentor 5x3,Puerta de garaje de madera marrón 5x3,Porte de garage en bois marron 5x3,Saracinesca di legno per garage marrone 5x3,木製ガレージドア 5x3（茶色）,갈색 목재 차고 문 5x3,Drewniana brama garażowa 5 x 3 – brązowa,Portão de garagem de madeira 5x3 marrom,Коричневые деревянные ворота гаража 5x3,Kahverengi Tahta Garaj Kapısı 5x3,棕色木制车库门 5x3,棕色木製車庫門 5x3
NEDwoodFoldUp_woodenGarageDoor5x3Red,blocks,block,,,Red Wooden Garage Door 5x3,,Rotes Holzgaragentor 5x3,Puerta de garaje de madera roja 5x3,Porte de garage en bois rouge 5x3,Saracinesca di legno per garage rossa 5x3,木製ガレージドア 5x3（赤）,빨간색 목재 차고 문 5x3,Drewniana brama garażowa 5 x 3 – czerwona,Portão de garagem de madeira 5x3 vermelho,Красные деревянные ворота гаража 5x3,Kırmızı Tahta Garaj Kapısı 5x3,红色木制车库门 5x3,紅色木製車庫門 5x3
NEDwoodFoldUp_woodenGarageDoor5x3Orange,blocks,block,,,Orange Wooden Garage Door 5x3,,Orangefarbenes Holzgaragentor 5x3,Puerta de garaje de madera naranja 5x3,Porte de garage en bois orange 5x3,Saracinesca di legno per garage arancione 5x3,木製ガレージドア 5x3（橙）,주황색 목재 차고 문 5x3,Drewniana brama garażowa 5 x 3 – pomarańczowa,Portão de garagem de madeira 5x3 laranja,Оранжевые деревянные ворота гаража 5x3,Turuncu Tahta Garaj Kapısı 5x3,橙色木制车库门 5x3,橘色木製車庫門 5x3
NEDwoodFoldUp_woodenGarageDoor5x3Yellow,blocks,block,,,Yellow Wooden Garage Door 5x3,,Gelbes Holzgaragentor 5x3,Puerta de garaje de madera amarilla 5x3,Porte de garage en bois jaune 5x3,Saracinesca di legno per garage gialla 5x3,木製ガレージドア 5x3（黄色）,노란색 목재 차고 문 5x3,Drewniana brama garażowa 5 x 3 – żółta,Portão de garagem de madeira 5x3 amarelo,Желтые деревянные ворота гаража 5x3,Sarı Tahta Garaj Kapısı 5x3,黄色木制车库门 5x3,黃色木製車庫門 5x3
NEDwoodFoldUp_woodenGarageDoor5x3Green,blocks,block,,,Green Wooden Garage Door 5x3,,Grünes Holzgaragentor 5x3,Puerta de garaje de madera verde 5x3,Porte de garage en bois verte 5x3,Saracinesca di legno per garage verde 5x3,木製ガレージドア 5x3（緑）,초록색 목재 차고 문 5x3,Drewniana brama garażowa 5 x 3 – zielona,Portão de garagem de madeira 5x3 verde,Зеленые деревянные ворота гаража 5x3,Yeşil Tahta Garaj Kapısı 5x3,绿色木制车库门 5x3,綠色木製車庫門 5x3
NEDwoodFoldUp_woodenGarageDoor5x3Blue,blocks,block,,,Blue Wooden Garage Door 5x3,,Blaues Holzgaragentor 5x3,Puerta de garaje de madera azul 5x3,Porte de garage en bois bleue 5x3,Saracinesca di legno per garage blu 5x3,木製ガレージドア 5x3（青）,파란색 목재 차고 문 5x3,Drewniana brama garażowa 5 x 3 – niebieska,Portão de garagem de madeira 5x3 azul,Синие деревянные ворота гаража 5x3,Mavi Tahta Garaj Kapısı 5x3,蓝色木制车库门 5x3,藍色木製車庫門 5x3
NEDwoodFoldUp_woodenGarageDoor5x3Grey,blocks,block,,,Grey Wooden Garage Door 5x3,,Graues Holzgaragentor 5x3,Puerta de garaje de madera gris 5x3,Porte de garage en bois grise 5x3,Saracinesca di legno per garage grigia 5x3,木製ガレージドア 5x3（灰色）,회색 목재 차고 문 5x3,Drewniana brama garażowa 5 x 3 – szara,Portão de garagem de madeira 5x3 cinza,Серые деревянные ворота гаража 5x3,Gri Tahta Garaj Kapısı 5x3,灰色木制车库门 5x3,灰色木製車庫門 5x3
NEDwoodFoldUp_woodenGarageDoor5x3Oak,blocks,block,,,Oak Wooden Garage Door 5x3,,Eichen-Holzgaragentor 5x3,Puerta de garaje de madera de roble 5x3,Porte de garage en chêne 5x3,Saracinesca di legno per garage di rovere 5x3,木製ガレージドア 5x3（オーク）,떡갈나무 목재 차고 문 5x3,Drewniana brama garażowa 5 x 3 – dębowa,Portão de garagem de madeira 5x3 carvalho,Дубовые деревянные ворота гаража 5x3,Meşe Tahta Garaj Kapısı 5x3,橡木木制车库门 5x3,橡木製車庫門 5x3
NEDwoodFoldUp_steelGarageDoor3x3White,blocks,block,,,White Steel Garage Door 3x3,,Weißes Stahlgaragentor 3x3,Puerta de garaje de acero blanca 3x3,Porte de garage en acier blanche 3x3,Saracinesca di acciaio per garage bianca 3x3,鉄鋼製ガレージドア 3x3（白）,흰색 강철 차고 문 3x3,Stalowa brama garażowa 3 x 3 – biała,Portão de garagem de aço 3x3 branco,Белые стальные ворота гаража 3x3,Beyaz Çelik Garaj Kapısı 3x3,白色钢制车库门 3x3,白色鋼製車庫門 3x3
NEDwoodFoldUp_steelGarageDoor3x3Brown,blocks,block,,,Brown Steel Garage Door 3x3,,Braunes Stahlgaragentor 3x3,Puerta de garaje de acero marrón 3x3,Porte de garage en acier marron 3x3,Saracinesca di acciaio per garage marrone 3x3,鉄鋼製ガレージドア 3x3（茶色）,갈색 강철 차고 문 3x3,Stalowa brama garażowa 3 x 3 – brązowa,Portão de garagem de aço 3x3 marrom,Коричневые стальные ворота гаража 3x3,Kahverengi Çelik Garaj Kapısı 3x3,棕色钢制车库门 3x3,棕色鋼製車庫門 3x3
NEDwoodFoldUp_steelGarageDoor3x3Red,blocks,block,,,Red Steel Garage Door 3x3,,Rotes Stahlgaragentor 3x3,Puerta de garaje de acero roja 3x3,Porte de garage en acier rouge 3x3,Saracinesca di acciaio per garage rossa 3x3,鉄鋼製ガレージドア 3x3（赤）,빨간색 강철 차고 문 3x3,Stalowa brama garażowa 3 x 3 – czerwona,Portão de garagem de aço 3x3 vermelho,Красные стальные ворота гаража 3x3,Kırmızı Çelik Garaj Kapısı 3x3,红色钢制车库门 3x3,紅色鋼製車庫門 3x3
NEDwoodFoldUp_steelGarageDoor3x3Orange,blocks,block,,,Orange Steel Garage Door 3x3,,Orangefarbenes Stahlgaragentor 3x3,Puerta de garaje de acero naranja 3x3,Porte de garage en acier orange 3x3,Saracinesca di acciaio per garage arancione 3x3,鉄鋼製ガレージドア 3x3（橙）,주황색 강철 차고 문 3x3,Stalowa brama garażowa 3 x 3 – pomarańczowa,Portão de garagem de aço 3x3 laranja,Оранжевые стальные ворота гаража 3x3,Turuncu Çelik Garaj Kapısı 3x3,橙色钢制车库门 3x3,橘色鋼製車庫門 3x3
NEDwoodFoldUp_steelGarageDoor3x3Yellow,blocks,block,,,Yellow Steel Garage Door 3x3,,Gelbes Stahlgaragentor 3x3,Puerta de garaje de acero amarilla 3x3,Porte de garage en acier jaune 3x3,Saracinesca di acciaio per garage gialla 3x3,鉄鋼製ガレージドア 3x3（黄色）,노란색 강철 차고 문 3x3,Stalowa brama garażowa 3 x 3 – żółta,Portão de garagem de aço 3x3 amarelo,Желтые стальные ворота гаража 3x3,Sarı Çelik Garaj Kapısı 3x3,黄色钢制车库门 3x3,黃色鋼製車庫門 3x3
NEDwoodFoldUp_steelGarageDoor3x3Green,blocks,block,,,Green Steel Garage Door 3x3,,Grünes Stahlgaragentor 3x3,Puerta de garaje de acero verde 3x3,Porte de garage en acier verte 3x3,Saracinesca di acciaio per garage verde 3x3,鉄鋼製ガレージドア 3x3（緑）,초록색 강철 차고 문 3x3,Stalowa brama garażowa 3 x 3 – zielona,Portão de garagem de aço 3x3 verde,Зеленые стальные ворота гаража 3x3,Yeşil Çelik Garaj Kapısı 3x3,绿色钢制车库门 3x3,綠色鋼製車庫門 3x3
NEDwoodFoldUp_steelGarageDoor3x3Blue,blocks,block,,,Blue Steel Garage Door 3x3,,Blaues Stahlgaragentor 3x3,Puerta de garaje de acero azul 3x3,Porte de garage en acier bleue 3x3,Saracinesca di acciaio per garage blu 3x3,鉄鋼製ガレージドア 3x3（青）,파란색 강철 차고 문 3x3,Stalowa brama garażowa 3 x 3 – niebieska,Portão de garagem de aço 3x3 azul,Синие стальные ворота гаража 3x3,Mavi Çelik Garaj Kapısı 3x3,蓝色钢制车库门 3x3,藍色鋼製車庫門 3x3
NEDwoodFoldUp_steelGarageDoor3x3Grey,blocks,block,,,Grey Steel Garage Door 3x3,,Graues Stahlgaragentor 3x3,Puerta de garaje de acero gris 3x3,Porte de garage en acier grise 3x3,Saracinesca di acciaio per garage grigia 3x3,鉄鋼製ガレージドア 3x3（灰色）,회색 강철 차고 문 3x3,Stalowa brama garażowa 3 x 3 – szara,Portão de garagem de aço 3x3 cinza,Серые стальные ворота гаража 3x3,Gri Çelik Garaj Kapısı 3x3,灰色钢制车库门 3x3,灰色鋼製車庫門 3x3
NEDwoodFoldUp_steelGarageDoor3x3Black,blocks,block,,,Black Steel Garage Door 3x3,,Schwarzes Stahlgaragentor 3x3,Puerta de garaje de acero negra 3x3,Porte de garage en acier noire 3x3,Saracinesca di acciaio per garage nera 3x3,鉄鋼製ガレージドア 3x3（黒）,검정색 강철 차고 문 3x3,Stalowa brama garażowa 3 x 3 – czarna,Portão de garagem de aço 3x3 preto,Черные стальные ворота гаража 3x3,Siyah Çelik Garaj Kapısı 3x3,黑色钢制车库门 3x3,黑色鋼製車庫門 3x3
NEDwoodFoldUp_steelGarageDoor3x3ArmyGreen,blocks,block,,,Army Green Steel Garage Door 3x3,,Armeegrünes Stahlgaragentor 3x3,Puerta de garaje de acero verde militar 3x3,Porte de garage en acier kaki 3x3,Saracinesca di acciaio per garage verde militare 3x3,鉄鋼製ガレージドア 3x3（アーミーグリーン）,국방색 강철 차고 문 3x3,Stalowa brama garażowa 3 x 3 – moro,Portão de garagem de aço 3x3 verde-militar,Стальные ворота гаража цвета хаки 3x3,Askeri Yeşil Çelik Garaj Kapısı 3x3,军绿色钢制车库门 3x3,軍綠色鋼製車庫門 3x3
NEDwoodFoldUp_steelGarageDoor4x3White,blocks,block,,,White Steel Garage Door 4x3,,Weißes Stahlgaragentor 4x3,Puerta de garaje de acero blanca 4x3,Porte de garage en acier blanche 4x3,Saracinesca di acciaio per garage bianca 4x3,鉄鋼製ガレージドア 4x3（白）,흰색 강철 차고 문 4x3,Stalowa brama garażowa 4 x 3 – biała,Portão de garagem de aço 4x3 branco,Белые стальные ворота гаража 4x3,Beyaz Çelik Garaj Kapısı 4x3,白色钢制车库门 4x3,白色鋼製車庫門 4x3
NEDwoodFoldUp_steelGarageDoor4x3Brown,blocks,block,,,Brown Steel Garage Door 4x3,,Braunes Stahlgaragentor 4x3,Puerta de garaje de acero marrón 4x3,Porte de garage en acier marron 4x3,Saracinesca di acciaio per garage marrone 4x3,鉄鋼製ガレージドア 4x3（茶色）,갈색 강철 차고 문 4x3,Stalowa brama garażowa 4 x 3 – brązowa,Portão de garagem de aço 4x3 marrom,Коричневые стальные ворота гаража 4x3,Kahverengi Çelik Garaj Kapısı 4x3,棕色钢制车库门 4x3,棕色鋼製車庫門 4x3
NEDwoodFoldUp_steelGarageDoor4x3Red,blocks,block,,,Red Steel Garage Door 4x3,,Rotes Stahlgaragentor 4x3,Puerta de garaje de acero roja 4x3,Porte de garage en acier rouge 4x3,Saracinesca di acciaio per garage rossa 4x3,鉄鋼製ガレージドア 4x3（赤）,빨간색 강철 차고 문 4x3,Stalowa brama garażowa 4 x 3 – czerwona,Portão de garagem de aço 4x3 vermelho,Красные стальные ворота гаража 4x3,Kırmızı Çelik Garaj Kapısı 4x3,红色钢制车库门 4x3,紅色鋼製車庫門 4x3
NEDwoodFoldUp_steelGarageDoor4x3Orange,blocks,block,,,Orange Steel Garage Door 4x3,,Orangefarbenes Stahlgaragentor 4x3,Puerta de garaje de acero naranja 4x3,Porte de garage en acier orange 4x3,Saracinesca di acciaio per garage arancione 4x3,鉄鋼製ガレージドア 4x3（橙）,주황색 강철 차고 문 4x3,Stalowa brama garażowa 4 x 3 – pomarańczowa,Portão de garagem de aço 4x3 laranja,Оранжевые стальные ворота гаража 4x3,Turuncu Çelik Garaj Kapısı 4x3,橙色钢制车库门 4x3,橘色鋼製車庫門 4x3
NEDwoodFoldUp_steelGarageDoor4x3Yellow,blocks,block,,,Yellow Steel Garage Door 4x3,,Gelbes Stahlgaragentor 4x3,Puerta de garaje de acero amarilla 4x3,Porte de garage en acier jaune 4x3,Saracinesca di acciaio per garage gialla 4x3,鉄鋼製ガレージドア 4x3（黄色）,노란색 강철 차고 문 4x3,Stalowa brama garażowa 4 x 3 – żółta,Portão de garagem de aço 4x3 amarelo,Желтые стальные ворота гаража 4x3,Sarı Çelik Garaj Kapısı 4x3,黄色钢制车库门 4x3,黃色鋼製車庫門 4x3
NEDwoodFoldUp_steelGarageDoor4x3Green,blocks,block,,,Green Steel Garage Door 4x3,,Grünes Stahlgaragentor 4x3,Puerta de garaje de acero verde 4x3,Porte de garage en acier verte 4x3,Saracinesca di acciaio per garage verde 4x3,鉄鋼製ガレージドア 4x3（緑）,초록색 강철 차고 문 4x3,Stalowa brama garażowa 4 x 3 – zielona,Portão de garagem de aço 4x3 verde,Зеленые стальные ворота гаража 4x3,Yeşil Çelik Garaj Kapısı 4x3,绿色钢制车库门 4x3,綠色鋼製車庫門 4x3
NEDwoodFoldUp_steelGarageDoor4x3Blue,blocks,block,,,Blue Steel Garage Door 4x3,,Blaues Stahlgaragentor 4x3,Puerta de garaje de acero azul 4x3,Porte de garage en acier bleue 4x3,Saracinesca di acciaio per garage blu 4x3,鉄鋼製ガレージドア 4x3（青）,파란색 강철 차고 문 4x3,Stalowa brama garażowa 4 x 3 – niebieska,Portão de garagem de aço 4x3 azul,Синие стальные ворота гаража 4x3,Mavi Çelik Garaj Kapısı 4x3,蓝色钢制车库门 4x3,藍色鋼製車庫門 4x3
NEDwoodFoldUp_steelGarageDoor4x3Grey,blocks,block,,,Grey Steel Garage Door 4x3,,Graues Stahlgaragentor 4x3,Puerta de garaje de acero gris 4x3,Porte de garage en acier grise 4x3,Saracinesca di acciaio per garage grigia 4x3,鉄鋼製ガレージドア 4x3（灰色）,회색 강철 차고 문 4x3,Stalowa brama garażowa 4 x 3 – szara,Portão de garagem de aço 4x3 cinza,Серые стальные ворота гаража 4x3,Gri Çelik Garaj Kapısı 4x3,灰色钢制车库门 4x3,灰色鋼製車庫門 4x3
NEDwoodFoldUp_steelGarageDoor4x3Black,blocks,block,,,Black Steel Garage Door 4x3,,Schwarzes Stahlgaragentor 4x3,Puerta de garaje de acero negra 4x3,Porte de garage en acier noire 4x3,Saracinesca di acciaio per garage nera 4x3,鉄鋼製ガレージドア 4x3（黒）,검정색 강철 차고 문 4x3,Stalowa brama garażowa 4 x 3 – czarna,Portão de garagem de aço 4x3 preto,Черные стальные ворота гаража 4x3,Siyah Çelik Garaj Kapısı 4x3,黑色钢制车库门 4x3,黑色鋼製車庫門 4x3
NEDwoodFoldUp_steelGarageDoor4x3ArmyGreen,blocks,block,,,Army Green Steel Garage Door 4x3,,Armeegrünes Stahlgaragentor 4x3,Puerta de garaje de acero verde militar 4x3,Porte de garage en acier kaki 4x3,Saracinesca di acciaio per garage verde militare 4x3,鉄鋼製ガレージドア 4x3（アーミーグリーン）,국방색 강철 차고 문 4x3,Stalowa brama garażowa 4 x 3 – moro,Portão de garagem de aço 4x3 verde-militar,Стальные ворота гаража цвета хаки 4x3,Askeri Yeşil Çelik Garaj Kapısı 4x3,军绿色钢制车库门 4x3,軍綠色鋼製車庫門 4x3
NEDwoodFoldUp_steelGarageDoor5x3White,blocks,block,,,White Steel Garage Door 5x3,,Weißes Stahlgaragentor 5x3,Puerta de garaje de acero blanca 5x3,Porte de garage en acier blanche 5x3,Saracinesca di acciaio per garage bianca 5x3,鉄鋼製ガレージドア 5x3（白）,흰색 강철 차고 문 5x3,Stalowa brama garażowa 5 x 3 – biała,Portão de garagem de aço 5x3 branco,Белые стальные ворота гаража 5x3,Beyaz Çelik Garaj Kapısı 5x3,白色钢制车库门 5x3,白色鋼製車庫門 5x3
NEDwoodFoldUp_steelGarageDoor5x3Brown,blocks,block,,,Brown Steel Garage Door 5x3,,Braunes Stahlgaragentor 5x3,Puerta de garaje de acero marrón 5x3,Porte de garage en acier marron 5x3,Saracinesca di acciaio per garage marrone 5x3,鉄鋼製ガレージドア 5x3（茶色）,갈색 강철 차고 문 5x3,Stalowa brama garażowa 5 x 3 – brązowa,Portão de garagem de aço 5x3 marrom,Коричневые стальные ворота гаража 5x3,Kahverengi Çelik Garaj Kapısı 5x3,棕色钢制车库门 5x3,棕色鋼製車庫門 5x3
NEDwoodFoldUp_steelGarageDoor5x3Red,blocks,block,,,Red Steel Garage Door 5x3,,Rotes Stahlgaragentor 5x3,Puerta de garaje de acero roja 5x3,Porte de garage en acier rouge 5x3,Saracinesca di acciaio per garage rossa 5x3,鉄鋼製ガレージドア 5x3（赤）,빨간색 강철 차고 문 5x3,Stalowa brama garażowa 5 x 3 – czerwona,Portão de garagem de aço 5x3 vermelho,Красные стальные ворота гаража 5x3,Kırmızı Çelik Garaj Kapısı 5x3,红色钢制车库门 5x3,紅色鋼製車庫門 5x3
NEDwoodFoldUp_steelGarageDoor5x3Orange,blocks,block,,,Orange Steel Garage Door 5x3,,Orangefarbenes Stahlgaragentor 5x3,Puerta de garaje de acero naranja 5x3,Porte de garage en acier orange 5x3,Saracinesca di acciaio per garage arancione 5x3,鉄鋼製ガレージドア 5x3（橙）,주황색 강철 차고 문 5x3,Stalowa brama garażowa 5 x 3 – pomarańczowa,Portão de garagem de aço 5x3 laranja,Оранжевые стальные ворота гаража 5x3,Turuncu Çelik Garaj Kapısı 5x3,橙色钢制车库门 5x3,橘色鋼製車庫門 5x3
NEDwoodFoldUp_steelGarageDoor5x3Yellow,blocks,block,,,Yellow Steel Garage Door 5x3,,Gelbes Stahlgaragentor 5x3,Puerta de garaje de acero amarilla 5x3,Porte de garage en acier jaune 5x3,Saracinesca di acciaio per garage gialla 5x3,鉄鋼製ガレージドア 5x3（黄色）,노란색 강철 차고 문 5x3,Stalowa brama garażowa 5 x 3 – żółta,Portão de garagem de aço 5x3 amarelo,Желтые стальные ворота гаража 5x3,Sarı Çelik Garaj Kapısı 5x3,黄色钢制车库门 5x3,黃色鋼製車庫門 5x3
NEDwoodFoldUp_steelGarageDoor5x3Green,blocks,block,,,Green Steel Garage Door 5x3,,Grünes Stahlgaragentor 5x3,Puerta de garaje de acero verde 5x3,Porte de garage en acier verte 5x3,Saracinesca di acciaio per garage verde 5x3,鉄鋼製ガレージドア 5x3（緑）,초록색 강철 차고 문 5x3,Stalowa brama garażowa 5 x 3 – zielona,Portão de garagem de aço 5x3 verde,Зеленые стальные ворота гаража 5x3,Yeşil Çelik Garaj Kapısı 5x3,绿色钢制车库门 5x3,綠色鋼製車庫門 5x3
NEDwoodFoldUp_steelGarageDoor5x3Blue,blocks,block,,,Blue Steel Garage Door 5x3,,Blaues Stahlgaragentor 5x3,Puerta de garaje de acero azul 5x3,Porte de garage en acier bleue 5x3,Saracinesca di acciaio per garage blu 5x3,鉄鋼製ガレージドア 5x3（青）,파란색 강철 차고 문 5x3,Stalowa brama garażowa 5 x 3 – niebieska,Portão de garagem de aço 5x3 azul,Синие стальные ворота гаража 5x3,Mavi Çelik Garaj Kapısı 5x3,蓝色钢制车库门 5x3,藍色鋼製車庫門 5x3
NEDwoodFoldUp_steelGarageDoor5x3Grey,blocks,block,,,Grey Steel Garage Door 5x3,,Graues Stahlgaragentor 5x3,Puerta de garaje de acero gris 5x3,Porte de garage en acier grise 5x3,Saracinesca di acciaio per garage grigia 5x3,鉄鋼製ガレージドア 5x3（灰色）,회색 강철 차고 문 5x3,Stalowa brama garażowa 5 x 3 – szara,Portão de garagem de aço 5x3 cinza,Серые стальные ворота гаража 5x3,Gri Çelik Garaj Kapısı 5x3,灰色钢制车库门 5x3,灰色鋼製車庫門 5x3
NEDwoodFoldUp_steelGarageDoor5x3Black,blocks,block,,,Black Steel Garage Door 5x3,,Schwarzes Stahlgaragentor 5x3,Puerta de garaje de acero negra 5x3,Porte de garage en acier noire 5x3,Saracinesca di acciaio per garage nera 5x3,鉄鋼製ガレージドア 5x3（黒）,검정색 강철 차고 문 5x3,Stalowa brama garażowa 5 x 3 – czarna,Portão de garagem de aço 5x3 preto,Черные стальные ворота гаража 5x3,Siyah Çelik Garaj Kapısı 5x3,黑色钢制车库门 5x3,黑色鋼製車庫門 5x3
NEDwoodFoldUp_steelGarageDoor5x3ArmyGreen,blocks,block,,,Army Green Steel Garage Door 5x3,,Armeegrünes Stahlgaragentor 5x3,Puerta de garaje de acero verde militar 5x3,Porte de garage en acier kaki 5x3,Saracinesca di acciaio per garage verde militare 5x3,鉄鋼製ガレージドア 5x3（アーミーグリーン）,국방색 강철 차고 문 5x3,Stalowa brama garażowa 5 x 3 – moro,Portão de garagem de aço 5x3 verde-militar,Стальные ворота гаража цвета хаки 5x3,Askeri Yeşil Çelik Garaj Kapısı 5x3,军绿色钢制车库门 5x3,軍綠色鋼製車庫門 5x3
NEDwoodHatch_woodHatch,blocks,block,,,Wood Hatch,,Holzklappe,Escotilla de madera,Trappe en bois,Botola di legno,木製ハッチ,목재 해치,Drewniany właz,Alçapão de madeira,Деревянная крышка люка,Tahta Kapak,木闸门,木艙蓋
NEDwoodHatch_ironHatchWhite,blocks,block,,,White Iron Hatch,,Weiße Eisenklappe,Escotilla de hierro blanca,Trappe en fer blanche,Botola di ferro bianca,鉄製ハッチ（白）,흰색 철제 해치,Żelazny właz – biały,Alçapão de ferro branco,Белая железная крышка люка,Beyaz Demir Kapak,白色铁闸门,白色鐵艙蓋
NEDwoodHatch_ironHatchBrown,blocks,block,,,Brown Iron Hatch,,Braune Eisenklappe,Escotilla de hierro marrón,Trappe en fer marron,Botola di ferro marrone,鉄製ハッチ（茶色）,갈색 철제 해치,Żelazny właz – brązowy,Alçapão de ferro marrom,Коричневая железная крышка люка,Kahverengi Demir Kapak,棕色铁闸门,棕色鐵艙蓋
NEDwoodHatch_ironHatchRed,blocks,block,,,Red Iron Hatch,,Rote Eisenklappe,Escotilla de hierro roja,Trappe en fer rouge,Botola di ferro rossa,鉄製ハッチ（赤）,빨간색 철제 해치,Żelazny właz – czerwony,Alçapão de ferro vermelho,Красная железная крышка люка,Kırmızı Demir Kapak,红色铁闸门,紅色鐵艙蓋
NEDwoodHatch_ironHatchOrange,blocks,block,,,Orange Iron Hatch,,Orangefarbene Eisenklappe,Escotilla de hierro naranja,Trappe en fer orange,Botola di ferro arancione,鉄製ハッチ（橙）,오렌지색 철제 해치,Żelazny właz – pomarańczowy,Alçapão de ferro laranja,Оранжевая железная крышка люка,Turuncu Demir Kapak,橙色铁闸门,橘色鐵艙蓋
NEDwoodHatch_ironHatchYellow,blocks,block,,,Yellow Iron Hatch,,Gelbe Eisenklappe,Escotilla de hierro amarilla,Trappe en fer jaune,Botola di ferro gialla,鉄製ハッチ（黄色）,노란색 철제 해치,Żelazny właz – żółty,Alçapão de ferro amarelo,Желтая железная крышка люка,Sarı Demir Kapak,黄色铁闸门,黃色鐵艙蓋
